GISJOIN,GEOGYEAR,ZCTAA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CL8AA2020,CL8AA2020L,CL8AA2020U
"G78754","2010","78754",3452.92,3050,6003,5596.24,5263,6903,15036,24675.50,23829,25446
"G78756","2010","78756",6942.93,6939,7458,7153.00,7153,7153,7194,8797.00,8797,8797
"G78757","2010","78757",21527.57,19255,21561,22750.41,19922,22804,21310,23713.37,22298,23724
"G78758","2010","78758",32565.93,30091,36221,42743.68,39153,47651,44072,48594.45,48515,49927
"G78759","2010","78759",28736.69,27925,31124,39242.23,37674,44017,38891,41622.69,40354,43885
"G78801","2010","78801",19405.33,18296,19753,21528.22,21004,21739,21780,20697.60,20427,20880
"G78802","2010","78802",148.60,70,812,267.77,144,749,242,273.56,180,446
"G78827","2010","78827",1692.12,1674,2315,1498.20,1495,1508,1219,875.12,872,1134
"G78828","2010","78828",254.05,89,350,299.80,275,359,258,157.67,144,173
"G78829","2010","78829",1492.48,1433,1516,1415.00,1415,1415,1207,857.00,857,857
"G78830","2010","78830",813.42,784,935,764.00,764,764,786,510.93,510,512
"G78832","2010","78832",3088.11,2940,3119,3375.58,3373,3381,3598,3129.00,3123,3129
"G78833","2010","78833",1225.81,1132,1520,1502.16,1383,1538,1299,845.18,785,871
"G78834","2010","78834",7751.94,6879,7811,7802.61,7779,7814,7829,7123.19,6852,7128
"G78836","2010","78836",135.51,85,175,146.00,146,148,128,80.00,80,80
"G78837","2010","78837",371.36,307,545,343.01,334,366,281,206.24,201,215
"G78838","2010","78838",205.76,106,363,207.22,182,259,275,200.00,174,226
"G78839","2010","78839",9106.15,9055,9249,8434.19,8426,8442,8578,7335.23,7334,7340
"G78840","2010","78840",37719.83,35394,38288,43966.06,42820,44340,48149,46794.57,46678,47165
"G78843","2010","78843",486.19,0,2598,409.29,44,1544,336,506.49,148,521
"G78850","2010","78850",948.99,902,1141,1096.76,1067,1169,1145,1145.54,1140,1187
"G78851","2010","78851",52.17,19,89,64.91,39,82,23,22.00,21,25
"G78852","2010","78852",35128.13,34919,35278,46143.93,46131,46156,53040,56679.93,56671,56681
"G78860","2010","78860",240.45,56,258,304.30,289,316,229,217.45,212,235
"G78861","2010","78861",8260.76,7901,8612,11591.45,11470,11914,13701,13062.22,12672,13237
"G78870","2010","78870",778.99,747,987,948.18,944,960,984,850.00,844,855
"G78871","2010","78871",67.33,61,71,61.16,53,63,45,33.74,28,36
"G78872","2010","78872",1564.65,1430,1627,1759.00,1759,1759,1905,1487.74,1483,1488
"G78873","2010","78873",1110.08,922,1251,1381.88,1296,1468,1788,1673.57,1622,1771
"G78877","2010","78877",873.79,839,886,828.30,817,829,989,944.00,936,944
"G78879","2010","78879",172.95,36,315,203.64,104,234,264,231.22,172,235
"G78880","2010","78880",1827.15,1693,1903,1801.22,1766,1812,1682,1255.00,1242,1257
"G78881","2010","78881",2128.84,1990,2260,2115.80,2091,2118,2335,1853.12,1826,1865
"G78883","2010","78883",244.65,156,488,325.31,291,533,353,273.85,249,409
"G78884","2010","78884",827.21,568,1335,1030.49,895,1241,1158,976.47,839,1007
"G78885","2010","78885",138.21,78,420,167.39,153,293,120,136.34,101,240
"G78886","2010","78886",434.17,318,538,595.76,458,678,647,539.03,509,606
"G78931","2010","78931",283.00,190,352,277.94,170,342,323,294.57,197,335
"G78932","2010","78932",596.77,572,695,651.52,640,688,757,895.78,858,965
"G78933","2010","78933",854.46,688,985,1167.22,1019,1280,1433,1567.97,1485,1609
"G78934","2010","78934",5594.65,5075,6031,6850.95,6545,7014,6712,6614.59,6392,6806
"G78935","2010","78935",634.47,507,883,827.57,719,1006,978,1017.82,982,1065
"G78938","2010","78938",437.67,288,759,373.87,328,429,471,420.59,320,474
"G78940","2010","78940",1849.80,1572,2250,1858.55,1778,1941,2098,2013.74,1931,2133
"G78941","2010","78941",2341.22,2188,2497,2463.06,2357,2557,2962,2984.74,2860,3108
"G78942","2010","78942",7378.90,7292,7505,8573.93,8489,8643,8989,8978.57,8943,8996
"G78943","2010","78943",341.73,263,506,349.60,330,509,352,403.67,403,505
"G78944","2010","78944",487.11,300,602,537.83,503,596,562,532.40,519,555
"G78945","2010","78945",8794.44,8430,9270,9549.75,9423,9770,10494,10561.23,10472,10714
"G78946","2010","78946",798.62,628,860,942.84,892,987,960,1085.01,1031,1146
"G78947","2010","78947",3109.86,2941,3203,3996.81,3802,4142,4475,4895.39,4644,5006
"G78948","2010","78948",667.47,577,803,846.14,762,1012,850,852.25,786,948
"G78949","2010","78949",308.49,217,451,389.55,275,471,517,530.76,409,575
"G78950","2010","78950",1325.02,1153,1579,1726.83,1610,1826,2038,2008.96,1918,2185
"G78951","2010","78951",44.00,44,44,25.00,25,25,26,38.00,38,78
"G78953","2010","78953",509.74,368,676,685.44,550,875,934,1216.94,1020,1359
"G78954","2010","78954",850.37,671,971,950.47,925,1012,1071,1098.82,1038,1111
"G78956","2010","78956",4605.07,4471,4762,5042.39,4956,5107,5381,5157.61,5107,5183
"G78957","2010","78957",6318.73,6105,6652,8451.06,8219,8814,9067,10396.97,10295,10841
"G78959","2010","78959",1159.84,1070,1282,1486.61,1484,1528,1837,1689.16,1647,1810
"G78962","2010","78962",3989.28,3846,4341,4430.06,4359,4545,4733,4730.83,4551,4751
"G78963","2010","78963",503.97,414,567,650.36,563,706,909,941.46,901,961
"G79001","2010","79001",330.80,278,400,267.11,255,276,249,212.00,189,212
"G79003","2010","79003",230.58,219,307,185.99,180,189,162,153.27,151,155
"G79005","2010","79005",1455.13,1412,1470,1512.00,1506,1514,1735,1689.00,1689,1689
"G79007","2010","79007",17209.83,17085,17453,15760.18,15729,15774,14542,13841.89,13650,13880
"G79009","2010","79009",1822.83,1735,1891,2131.62,2129,2132,2166,1924.56,1919,1934
"G79010","2010","79010",921.44,679,1285,814.44,786,821,802,551.00,510,578
"G79011","2010","79011",289.59,214,379,276.01,273,281,236,240.00,231,240
"G79012","2010","79012",234.23,160,284,438.17,406,442,976,2021.00,2003,2021
"G79013","2010","79013",1689.44,1684,1716,2738.00,2738,2738,3423,3214.38,3211,3220
"G79014","2010","79014",3674.97,3482,3730,3336.01,3328,3338,3771,3333.25,3328,3336
"G79015","2010","79015",14026.27,13793,14472,16591.26,16466,16948,19277,22439.62,22398,22660
"G79016","2010","79016",84.00,84,84,129.00,129,129,94,0.00,0,0
"G79018","2010","79018",461.95,349,634,511.43,501,513,548,483.00,463,484
"G79019","2010","79019",1782.16,1716,1869,1903.98,1894,1905,1707,1708.00,1708,1708
"G79021","2010","79021",115.59,44,179,168.54,166,173,138,99.37,94,126
"G79022","2010","79022",7552.42,7278,7633,9915.27,9885,9933,10741,10839.05,10819,10898
"G79024","2010","79024",390.26,389,403,338.00,338,338,405,386.00,386,388
"G79025","2010","79025",80.96,70,109,86.81,86,110,69,73.00,73,73
"G79027","2010","79027",5646.56,5388,5818,5197.90,5170,5231,5223,4920.94,4876,4932
"G79029","2010","79029",14023.14,13822,14089,15021.71,15005,15022,16177,16002.62,15968,16006
"G79031","2010","79031",1666.97,1482,1789,1477.48,1467,1481,1425,1234.33,1209,1238
"G79032","2010","79032",216.73,169,271,169.13,164,172,157,166.14,154,167
"G79033","2010","79033",154.42,0,160,101.42,99,107,109,100.38,89,106
"G79034","2010","79034",646.74,642,650,586.00,586,586,637,519.00,519,521
"G79035","2010","79035",5209.92,5137,5316,5117.30,5117,5118,5309,5266.01,5262,5279
"G79036","2010","79036",5454.71,4553,5796,5441.14,5258,5493,5128,4616.50,4589,4645
"G79039","2010","79039",944.93,887,1002,877.31,873,892,779,774.82,765,782
"G79040","2010","79040",2013.22,1889,2101,1929.02,1929,1931,1839,1667.72,1654,1669
"G79041","2010","79041",3385.12,3228,3574,3389.35,3374,3460,3194,2821.34,2775,2906
"G79042","2010","79042",1112.64,1024,1290,1169.55,1169,1172,1169,1168.71,1125,1215
"G79043","2010","79043",1891.85,1740,2037,1649.66,1623,1673,1487,1210.83,1203,1230
"G79044","2010","79044",470.00,417,627,593.27,593,597,766,513.00,512,520
"G79045","2010","79045",19248.41,19037,19363,18677.89,18648,18697,19473,18608.56,18585,18635
"G79046","2010","79046",566.12,522,579,529.12,516,539,489,417.75,414,423
"G79051","2010","79051",47.40,42,61,47.00,44,47,29,22.00,22,22
"G79052","2010","79052",1454.16,1212,1626,1420.49,1383,1437,1259,1075.85,1027,1101
"G79053","2010","79053",206.41,180,239,200.00,200,200,137,88.00,88,88
"G79054","2010","79054",748.99,721,849,661.30,658,664,594,506.00,493,518
"G79056","2010","79056",68.93,65,84,76.27,75,80,63,97.00,97,97
"G79057","2010","79057",1325.41,1221,1403,1289.24,1277,1292,1206,991.00,971,998
"G79058","2010","79058",19.99,0,40,17.00,17,17,10,30.87,26,31
"G79059","2010","79059",915.05,805,973,789.06,768,798,837,782.82,762,784
"G79061","2010","79061",383.69,367,436,294.00,294,294,316,272.00,272,272
"G79062","2010","79062",273.45,240,298,255.18,255,259,218,212.50,210,222
"G79063","2010","79063",704.37,637,766,679.63,668,686,686,653.00,653,657
"G79064","2010","79064",2816.24,2604,2880,2915.80,2905,2923,2739,2500.67,2487,2509
"G79065","2010","79065",21919.73,21748,22015,20845.92,20837,20861,20840,19753.71,19722,19782
"G79068","2010","79068",3079.66,2727,3507,3275.12,3160,3478,3197,3040.77,3000,3043
"G79070","2010","79070",8696.78,8656,8995,8677.58,8672,8680,9919,9658.63,9649,9668
"G79072","2010","79072",26637.85,26531,26778,28693.89,28632,28707,28849,25601.35,25539,25621
"G79078","2010","79078",410.24,220,1077,446.61,441,448,377,333.00,329,333
"G79079","2010","79079",3183.06,3029,3321,2768.21,2762,2779,2646,2445.50,2429,2457
"G79080","2010","79080",833.45,691,919,750.26,732,753,605,521.29,478,523
"G79081","2010","79081",4020.08,3918,4269,3620.98,3619,3621,3912,3706.28,3701,3721
"G79082","2010","79082",403.28,325,665,337.15,327,340,315,331.53,323,348
"G79083","2010","79083",3090.32,2855,3143,2679.59,2670,2682,2661,2337.26,2271,2345
"G79084","2010","79084",2207.81,2132,2246,2392.44,2384,2401,2366,2255.00,2245,2255
"G79085","2010","79085",56.39,56,75,60.00,60,60,53,34.00,34,34
"G79086","2010","79086",1916.48,1872,1977,2135.53,2125,2144,2105,1855.00,1851,1856
"G79087","2010","79087",631.62,605,690,746.66,734,774,751,726.53,671,769
"G79088","2010","79088",6034.03,5828,6290,6264.25,6253,6284,5945,5323.46,5305,5341
"G79091","2010","79091",137.66,97,190,147.63,126,158,147,146.00,144,146
"G79092","2010","79092",1063.59,997,1158,1161.55,1149,1162,1106,1111.00,1096,1124
"G79093","2010","79093",123.23,2,149,97.00,97,97,69,67.00,67,70
"G79094","2010","79094",72.13,40,103,78.02,77,88,75,35.00,35,35
"G79095","2010","79095",3089.69,3062,3133,2819.87,2817,2826,2686,2304.00,2303,2308
"G79096","2010","79096",2031.31,1854,2083,1937.92,1930,1939,2229,2017.50,2017,2026
"G79097","2010","79097",1341.21,1262,1387,1246.14,1226,1257,1150,1086.95,1076,1087
"G79098","2010","79098",517.94,472,578,545.14,535,547,517,546.67,536,550
"G79101","2010","79101",2418.54,2291,2699,2978.77,2852,3218,2817,2301.55,2168,2441
"G79102","2010","79102",9005.16,8669,9141,9533.02,9234,9665,9963,9208.45,9069,9342
"G79103","2010","79103",10104.00,10059,10104,9954.48,9913,9970,10594,10532.71,10532,10550
"G79104","2010","79104",6767.57,6764,6769,7544.00,7544,7544,7869,7166.00,7166,7166
"G79105","2010","79105",4.53,0,78,5.00,5,5,6,10.00,10,10
"G79106","2010","79106",26344.94,26310,26649,27898.04,27864,28432,27967,27780.00,27671,28112
"G79107","2010","79107",29243.59,29157,29281,32036.98,31944,32038,33844,32118.08,31960,32146
"G79108","2010","79108",9501.11,8777,9844,16227.55,16114,16387,17726,17505.46,17356,17858
"G79109","2010","79109",41529.01,41006,41728,45112.40,44528,45382,43516,42814.27,42336,43239
"G79110","2010","79110",17148.48,17041,17209,17935.33,17840,17959,18811,19313.00,18254,19313
"G79111","2010","79111",1839.26,1808,1872,1748.98,1739,1773,1808,1604.00,1334,1733
"G79118","2010","79118",8024.33,7726,8302,12466.38,12112,12753,19726,26512.29,26487,27589
"G79119","2010","79119",1518.69,1219,2554,4065.75,3814,5137,11539,20827.73,20226,21308
"G79121","2010","79121",5944.04,5381,5959,7173.98,6740,7184,6575,6601.00,6601,6601
"G79124","2010","79124",2988.82,2449,3708,5130.93,4634,5245,7819,9551.72,9149,9703
"G79201","2010","79201",5954.73,5828,6094,7694.00,7674,7699,7040,6677.12,6662,6689
"G79220","2010","79220",201.95,157,292,182.17,182,201,197,157.00,157,157
"G79225","2010","79225",1161.84,1095,1231,1099.21,1076,1129,976,738.00,735,738
"G79226","2010","79226",3093.82,2790,3357,3239.88,3233,3242,3153,2872.00,2858,2889
"G79227","2010","79227",1896.01,1713,1994,1697.79,1676,1702,1406,1151.00,1151,1151
"G79229","2010","79229",450.83,394,504,478.74,453,481,424,332.00,332,336
"G79230","2010","79230",206.25,196,219,167.97,165,168,158,149.00,149,149
"G79231","2010","79231",92.37,0,148,79.00,79,79,45,42.85,41,44
"G79233","2010","79233",242.07,212,249,203.64,192,209,180,152.00,152,152
"G79234","2010","79234",147.10,80,223,154.74,151,155,110,92.00,88,92
"G79235","2010","79235",5030.29,4918,5237,4674.82,4668,4689,3833,3309.35,3301,3337
"G79236","2010","79236",321.38,151,338,321.80,298,324,262,237.00,226,237
"G79237","2010","79237",573.91,522,676,577.10,577,579,513,395.00,378,406
"G79239","2010","79239",339.06,331,355,274.00,274,274,211,107.00,107,107
"G79240","2010","79240",110.88,69,129,100.00,100,100,60,52.00,52,52
"G79241","2010","79241",3169.80,3104,3262,2855.18,2841,2862,2480,1988.00,1983,1992
"G79243","2010","79243",133.62,114,220,92.59,91,103,90,79.00,79,79
"G79244","2010","79244",953.09,872,1046,871.41,865,874,720,666.88,641,677
"G79245","2010","79245",2708.64,2685,2757,2686.61,2682,2687,2476,2201.00,2196,2201
"G79247","2010","79247",79.99,50,107,88.14,61,92,64,63.00,63,73
"G79248","2010","79248",2197.22,1991,2281,1860.50,1856,1866,1493,1336.88,1322,1348
"G79250","2010","79250",1789.47,1741,1850,1650.00,1650,1650,1508,1289.00,1289,1289
"G79251","2010","79251",62.84,53,79,55.00,55,55,45,61.00,61,61
"G79252","2010","79252",4157.33,4076,4240,3671.74,3648,3685,3202,2857.00,2848,2857
"G79255","2010","79255",729.25,650,797,618.96,617,624,571,484.00,484,484
"G79256","2010","79256",337.67,315,393,334.00,334,334,319,252.00,250,274
"G79257","2010","79257",1251.14,1157,1317,1188.00,1188,1188,1067,946.09,941,947
"G79258","2010","79258",143.55,101,167,106.00,106,106,67,25.00,21,25
"G79259","2010","79259",99.73,93,135,66.28,61,92,48,50.00,50,50
"G79261","2010","79261",629.34,594,642,625.56,616,626,527,399.00,392,399
"G79311","2010","79311",3446.67,3282,3488,3515.40,3501,3518,3445,3508.75,3484,3522
"G79312","2010","79312",1045.43,950,1146,975.01,969,984,971,901.49,887,921
"G79313","2010","79313",1741.01,1703,1870,1698.61,1684,1712,1571,1294.00,1291,1299
"G79314","2010","79314",108.81,0,167,100.00,100,100,56,47.00,44,47
"G79316","2010","79316",11726.99,11506,11817,11368.38,11368,11395,11451,10624.21,10588,10636
"G79322","2010","79322",2554.44,2520,2625,2282.00,2282,2282,2049,1731.00,1731,1750
"G79323","2010","79323",7439.87,6878,7494,5886.00,5886,5886,6559,6637.63,6480,6661
"G79324","2010","79324",157.63,121,200,110.00,110,110,61,49.14,37,68
"G79325","2010","79325",2252.41,2138,2349,2230.08,2230,2232,2319,2275.44,2268,2289
"G79326","2010","79326",102.32,18,210,63.82,62,64,40,49.00,43,50
"G79329","2010","79329",3029.66,2990,3061,3106.00,3106,3106,3300,3236.00,3236,3236
"G79330","2010","79330",73.83,50,138,52.29,51,56,114,169.00,169,173
"G79331","2010","79331",13600.41,13235,13739,14349.65,14298,14364,13258,11872.77,11821,11878
"G79336","2010","79336",17807.40,17536,18039,16471.51,16343,16540,16972,15934.42,15834,15986
"G79339","2010","79339",7535.60,7375,7816,7450.61,7435,7470,7230,6705.01,6685,6728
"G79342","2010","79342",448.94,400,472,424.81,410,432,352,315.05,311,322
"G79343","2010","79343",1761.36,1699,1819,1879.75,1866,1880,1571,1324.60,1323,1327
"G79344","2010","79344",112.59,1,116,60.00,60,60,56,38.00,38,38
"G79345","2010","79345",1099.11,910,1178,1072.00,1072,1072,920,872.79,845,877
"G79346","2010","79346",3433.04,3240,3743,2840.49,2836,2841,2427,2069.32,2000,2080
"G79347","2010","79347",7152.63,7010,7280,6746.00,6745,6746,7462,7227.49,7196,7259
"G79350","2010","79350",388.79,341,423,462.55,437,463,392,334.99,314,335
"G79351","2010","79351",1777.70,1628,1941,1599.78,1579,1603,1326,1061.19,1059,1062
"G79353","2010","79353",14.86,9,52,12.00,12,12,10,13.00,13,13
"G79355","2010","79355",1931.11,1813,2028,1931.86,1927,1949,1942,1850.53,1827,1869
"G79356","2010","79356",5070.83,4964,5327,4848.97,4834,4849,6363,5670.00,5647,5670
"G79357","2010","79357",2790.61,2658,2919,2756.25,2756,2770,2303,1934.40,1916,1945
"G79358","2010","79358",1189.48,1128,1217,1313.24,1295,1323,1116,1300.71,1274,1336
"G79359","2010","79359",2961.09,2874,3092,2846.14,2829,2851,2899,2713.31,2692,2738
"G79360","2010","79360",9897.22,9775,10221,10539.00,10539,10539,13574,17753.41,17743,17795
"G79363","2010","79363",3647.67,3609,3707,4817.77,4688,4881,5369,6271.77,6137,6313
"G79364","2010","79364",8261.63,7998,8479,8197.27,8096,8334,8172,7941.19,7895,8140
"G79366","2010","79366",750.00,750,750,1011.00,1011,1011,1096,1188.99,1049,1189
"G79367","2010","79367",632.21,502,710,653.78,604,728,645,599.10,585,637
"G79369","2010","79369",140.15,42,176,132.00,132,132,88,107.00,107,109
"G79370","2010","79370",1893.55,1828,1906,2145.20,2133,2150,1889,1395.00,1383,1395
"G79371","2010","79371",1606.52,1409,1814,1541.00,1541,1541,1317,1286.46,1260,1305
"G79372","2010","79372",1793.34,1750,1844,1538.29,1507,1574,1434,1309.10,1284,1333
"G79373","2010","79373",3765.25,3496,3892,3648.65,3644,3650,3307,3087.00,3069,3091
"G79376","2010","79376",178.21,132,201,127.00,127,127,95,48.19,40,53
"G79377","2010","79377",357.36,318,376,349.00,349,349,277,272.37,251,279
"G79378","2010","79378",283.33,231,311,243.62,217,244,236,252.00,231,252
"G79379","2010","79379",687.00,645,700,770.00,770,770,666,454.00,439,456
"G79380","2010","79380",252.00,240,252,185.63,185,186,197,127.96,102,128
"G79381","2010","79381",1297.98,1214,1555,1309.53,1290,1400,1263,1426.00,1425,1427
"G79382","2010","79382",3529.00,3503,3576,4712.08,4689,4756,6291,8432.04,7892,8485
"G79401","2010","79401",10182.08,9794,10242,8850.77,8684,8924,8408,8755.33,8718,8811
"G79403","2010","79403",16779.54,16455,17138,17310.11,16994,17586,16869,15512.48,15387,15632
"G79404","2010","79404",9429.50,9163,9800,10701.44,10526,11086,11289,9967.32,9817,10370
"G79406","2010","79406",5256.94,5255,5991,4382.75,4377,4796,6025,6848.00,6848,7263
"G79407","2010","79407",15866.15,15192,17008,17468.12,17283,18365,19068,23244.37,23144,25004
"G79410","2010","79410",9898.00,9898,9898,9687.00,9687,9687,9429,8612.00,8612,8612
"G79411","2010","79411",7758.40,7576,7893,8356.19,8165,8496,7951,7281.10,7101,7406
"G79412","2010","79412",14001.24,13717,14103,14898.75,14468,15003,15650,14761.56,14603,14902
"G79413","2010","79413",20268.85,20203,20477,20829.34,20727,21230,21187,20997.21,20990,21079
"G79414","2010","79414",16568.14,15502,16879,16620.15,16371,16722,17121,17455.79,17374,17463
"G79415","2010","79415",15671.26,15478,16193,16590.70,16365,17113,17689,17703.82,17603,17754
"G79416","2010","79416",20435.57,19754,20775,23648.18,23101,23879,32296,36260.86,35003,36442
"G79423","2010","79423",20016.80,19203,20255,23995.48,23582,24287,32277,42437.34,42063,42734
"G79424","2010","79424",20880.52,20568,22292,27000.12,26711,27081,39023,53369.92,53107,53543
"G79501","2010","79501",3842.09,3547,4087,3687.29,3667,3688,3528,3583.00,3552,3697
