GISJOIN,GEOGYEAR,ZCTAA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CL8AA2020,CL8AA2020L,CL8AA2020U
"G25036","2010","25036",427.73,202,881,564.37,367,1783,468,315.32,235,1517
"G25039","2010","25039",1658.33,985,2418,1239.41,1014,1534,1304,1041.10,919,1295
"G25040","2010","25040",699.75,139,834,651.50,152,724,546,438.00,345,438
"G25043","2010","25043",1948.61,1467,2911,1852.07,1484,2260,1659,1390.24,1210,1632
"G25044","2010","25044",435.10,30,1212,455.96,69,1049,384,299.06,108,514
"G25045","2010","25045",6142.12,5143,7031,6003.52,5343,6570,5801,4782.81,4273,5414
"G25047","2010","25047",572.94,300,1462,409.58,270,825,411,301.21,257,321
"G25048","2010","25048",144.00,144,144,53.00,53,53,38,37.00,37,37
"G25049","2010","25049",609.40,150,1597,681.90,237,1553,630,667.73,610,705
"G25051","2010","25051",180.21,82,859,209.07,135,483,164,170.89,170,176
"G25053","2010","25053",3998.18,1623,6483,4457.06,2003,6944,4296,4008.07,3108,4495
"G25054","2010","25054",484.40,300,1142,383.95,343,814,426,304.75,190,519
"G25057","2010","25057",414.88,81,795,371.48,124,510,337,208.24,193,294
"G25059","2010","25059",840.85,302,1294,719.60,284,944,678,483.02,366,555
"G25060","2010","25060",827.36,180,1501,746.06,241,1212,618,597.49,518,921
"G25061","2010","25061",786.56,487,1220,755.09,500,1069,756,579.90,342,908
"G25062","2010","25062",276.57,39,1380,279.61,47,1267,230,169.45,22,287
"G25063","2010","25063",1610.24,1185,1971,1690.46,1385,2062,1797,1552.86,1303,1886
"G25064","2010","25064",11492.48,10844,11911,10209.71,9998,10596,9962,9243.50,9151,9743
"G25067","2010","25067",1249.79,996,1569,1220.90,1079,1423,1120,984.12,882,1234
"G25070","2010","25070",1248.04,977,1808,1334.77,1094,1688,1683,1735.80,1423,2389
"G25071","2010","25071",11140.37,10034,13416,11509.39,10397,13322,11697,10443.92,9557,11202
"G25075","2010","25075",1355.43,1096,1520,943.16,779,954,976,639.21,442,674
"G25076","2010","25076",552.92,122,2180,363.40,99,1189,298,275.40,256,352
"G25081","2010","25081",1012.52,34,2493,1162.04,376,1811,1251,1200.53,1107,1384
"G25082","2010","25082",1324.71,973,1779,1402.70,1001,1824,1673,1756.54,1475,2172
"G25083","2010","25083",727.32,635,900,658.13,625,720,672,501.34,471,944
"G25085","2010","25085",1021.89,880,1344,982.71,859,1211,830,705.35,649,791
"G25086","2010","25086",1024.78,721,1280,828.95,794,868,928,729.00,700,745
"G25088","2010","25088",138.59,70,262,141.13,58,266,164,89.00,50,125
"G25090","2010","25090",202.77,202,395,219.87,219,392,203,174.00,174,174
"G25093","2010","25093",235.90,0,614,201.11,22,372,207,156.00,42,156
"G25102","2010","25102",334.00,334,334,362.00,362,362,349,223.00,223,223
"G25103","2010","25103",556.53,392,577,519.51,372,537,366,376.92,343,386
"G25106","2010","25106",873.15,543,1013,722.43,680,744,642,544.22,461,614
"G25107","2010","25107",795.10,472,1883,743.17,637,990,739,563.88,539,705
"G25108","2010","25108",827.78,282,1665,744.77,269,1538,692,642.23,599,1073
"G25109","2010","25109",639.82,468,652,681.49,505,694,661,549.98,388,556
"G25110","2010","25110",770.54,370,1390,672.90,481,961,599,490.06,316,738
"G25111","2010","25111",861.02,379,1757,706.88,502,1234,694,557.00,390,661
"G25112","2010","25112",61.47,0,446,63.68,0,187,166,245.00,0,245
"G25113","2010","25113",837.24,749,1283,1018.05,906,1314,957,778.57,696,908
"G25114","2010","25114",659.52,43,1549,686.90,203,1354,557,576.01,457,648
"G25115","2010","25115",106.16,82,334,105.79,105,250,90,77.00,52,77
"G25118","2010","25118",1433.64,605,1714,1202.77,716,1325,998,703.77,618,751
"G25119","2010","25119",507.20,196,1500,461.66,284,963,444,325.82,291,476
"G25121","2010","25121",1005.65,305,1599,976.87,392,1138,972,829.77,556,873
"G25123","2010","25123",3029.74,2829,3173,3183.56,3121,3253,3535,3348.60,3216,3420
"G25124","2010","25124",999.50,873,1232,1107.59,955,1286,1214,1104.64,933,1159
"G25125","2010","25125",1266.04,548,1764,1143.11,576,1487,1011,798.89,789,802
"G25126","2010","25126",84.93,26,352,75.47,48,99,58,45.00,0,91
"G25130","2010","25130",3847.84,2856,6664,3517.58,2901,5303,3846,3473.79,3224,4324
"G25132","2010","25132",262.59,261,570,520.67,519,571,276,184.65,134,207
"G25133","2010","25133",892.61,458,1197,985.85,709,1277,922,787.06,626,846
"G25134","2010","25134",611.04,343,821,547.40,340,808,423,329.91,211,483
"G25136","2010","25136",2824.25,2782,3087,2229.18,2180,2456,1798,1408.00,1401,1414
"G25139","2010","25139",434.51,269,464,454.28,441,460,440,359.00,341,359
"G25140","2010","25140",1485.89,799,2997,1236.91,703,2373,1012,933.52,815,1255
"G25141","2010","25141",176.31,2,313,210.78,16,379,195,189.92,62,275
"G25142","2010","25142",449.30,65,1761,430.30,109,1156,416,355.88,326,713
"G25143","2010","25143",9247.72,8044,11676,8820.96,8137,9909,8579,8685.59,7798,9012
"G25148","2010","25148",432.71,263,1063,403.51,272,743,332,253.26,147,290
"G25149","2010","25149",259.13,110,823,285.20,203,489,242,199.79,109,324
"G25152","2010","25152",409.42,109,1086,378.66,144,717,368,276.54,217,390
"G25154","2010","25154",887.33,112,2198,890.17,719,1828,868,813.43,784,1020
"G25156","2010","25156",151.66,118,193,148.19,137,180,105,79.00,79,79
"G25159","2010","25159",4885.43,4515,5553,5273.75,5083,5680,5163,4917.00,4773,5218
"G25160","2010","25160",301.80,78,334,308.79,168,330,303,201.30,57,252
"G25161","2010","25161",544.81,509,1172,506.87,480,826,369,357.00,350,357
"G25162","2010","25162",593.46,593,640,500.50,500,551,571,472.33,472,483
"G25164","2010","25164",1245.45,989,1534,1354.77,1171,1597,1257,1146.20,841,1371
"G25165","2010","25165",742.39,217,2639,694.51,243,1752,612,578.95,411,921
"G25168","2010","25168",2157.93,1208,2715,2658.94,1933,3125,2503,2441.74,1579,2960
"G25169","2010","25169",601.48,0,1224,653.41,37,929,516,533.83,156,535
"G25173","2010","25173",634.52,235,1017,468.81,284,696,452,349.00,349,374
"G25174","2010","25174",488.39,121,1456,488.76,141,1230,420,415.18,167,541
"G25177","2010","25177",24822.82,24005,25715,25130.88,24774,25546,24084,22714.06,22603,23031
"G25180","2010","25180",104.00,104,104,85.00,85,85,83,81.00,81,131
"G25181","2010","25181",2022.57,840,3192,1978.21,1075,2488,1853,1513.74,1477,1574
"G25183","2010","25183",440.35,111,1323,142.50,61,529,73,54.32,25,60
"G25185","2010","25185",32.02,0,35,943.91,0,1032,1042,1053.00,0,1058
"G25186","2010","25186",1275.67,1115,1343,999.93,865,1068,881,824.74,779,867
"G25187","2010","25187",539.86,529,581,670.50,670,678,719,714.65,697,753
"G25193","2010","25193",644.43,286,1053,545.08,317,766,477,361.00,361,407
"G25201","2010","25201",112.50,0,306,81.55,0,207,55,39.20,0,132
"G25202","2010","25202",1187.60,567,1743,1368.71,918,2053,1370,1352.80,1204,1480
"G25203","2010","25203",58.85,0,770,90.06,0,664,89,89.92,32,107
"G25204","2010","25204",444.25,75,1010,345.96,116,554,211,169.00,169,169
"G25205","2010","25205",426.02,302,827,397.37,282,680,391,380.68,310,437
"G25206","2010","25206",772.37,22,2338,728.33,537,1295,601,485.25,479,712
"G25208","2010","25208",1212.50,946,1759,911.54,775,1341,992,786.10,727,813
"G25209","2010","25209",1690.00,776,2824,1383.95,1016,2123,1227,962.53,962,963
"G25211","2010","25211",181.34,80,262,175.93,100,221,135,88.29,35,109
"G25213","2010","25213",3795.05,3521,4745,4736.87,4432,5241,5512,6387.08,5754,7425
"G25214","2010","25214",777.98,143,1270,667.53,279,864,614,544.18,335,736
"G25234","2010","25234",1132.39,1020,1403,1119.69,1000,1278,1200,906.57,790,1155
"G25235","2010","25235",834.27,716,926,897.51,783,990,949,848.17,796,851
"G25239","2010","25239",1451.39,1200,1576,1728.59,1511,1856,1732,1581.76,1298,1742
"G25241","2010","25241",1264.26,974,1434,1390.42,1200,1477,1710,1615.49,1378,1763
"G25243","2010","25243",928.91,807,1098,853.24,718,964,899,824.21,724,871
"G25244","2010","25244",578.76,432,725,640.15,499,761,732,629.49,546,729
"G25245","2010","25245",616.69,553,631,773.15,716,797,739,806.93,774,841
"G25247","2010","25247",478.12,429,554,496.05,439,579,509,490.40,437,566
"G25248","2010","25248",2763.25,2490,2904,3037.00,2764,3165,3090,2987.33,2960,3106
"G25251","2010","25251",487.66,153,676,435.84,313,564,429,440.89,372,710
"G25252","2010","25252",1101.45,730,1360,1035.53,776,1248,1071,1044.64,886,1204
"G25253","2010","25253",1835.43,1702,2347,1941.97,1831,2236,2051,1893.50,1802,1962
"G25259","2010","25259",630.87,474,1058,792.37,650,1038,699,715.27,642,821
"G25260","2010","25260",1684.09,1278,1761,1696.04,1297,1787,1577,1436.87,1310,1462
"G25261","2010","25261",295.32,188,406,345.84,230,452,335,270.92,205,346
"G25262","2010","25262",801.49,593,1038,895.59,698,1076,898,827.98,742,1072
"G25264","2010","25264",368.62,336,402,420.11,397,471,441,404.19,380,435
"G25265","2010","25265",1656.22,1468,1659,1591.32,1544,1594,1564,1502.65,1469,1504
"G25266","2010","25266",777.47,716,902,805.62,797,819,797,737.07,661,891
"G25267","2010","25267",854.10,465,1121,812.52,465,1030,758,630.02,505,778
"G25268","2010","25268",877.18,642,988,857.24,643,952,871,651.38,481,674
"G25270","2010","25270",1033.45,879,1219,1019.54,850,1107,972,870.98,710,1011
"G25271","2010","25271",7756.74,7588,8203,8497.95,8357,8848,9304,8959.68,8606,9415
"G25275","2010","25275",2084.91,1755,2416,2309.99,2098,2522,2287,2092.70,1898,2376
"G25276","2010","25276",7984.70,7697,8211,8101.94,8022,8352,7752,7306.82,7194,7502
"G25285","2010","25285",600.08,201,855,661.38,236,938,595,538.34,349,687
"G25286","2010","25286",1680.08,1299,2002,1766.52,1514,1932,1692,1523.54,1238,1750
"G25287","2010","25287",788.79,693,975,796.86,693,1017,1272,1264.17,1209,1429
"G25301","2010","25301",4225.79,4139,4715,3395.96,3313,3833,2771,2840.52,2766,2843
"G25302","2010","25302",17035.08,15511,18866,16150.55,14970,17745,15078,14169.83,13143,14530
"G25303","2010","25303",8031.57,7398,8643,7352.38,6826,7928,7112,6873.84,6868,7107
"G25304","2010","25304",9043.14,8788,9448,8859.51,8732,9006,8773,8474.12,8393,8558
"G25305","2010","25305",3.88,0,37,8.76,0,15,0,8.00,8,46
"G25306","2010","25306",7492.43,4655,8540,7264.81,5723,8040,6417,6284.41,5349,6837
"G25309","2010","25309",12952.99,11616,14361,13029.72,12641,13458,13356,13330.66,12772,13595
"G25311","2010","25311",11482.00,10163,13177,11317.83,10261,12542,10815,9849.44,9373,10809
"G25312","2010","25312",16973.23,12966,19911,16131.76,12422,18933,14886,13704.27,12207,15510
"G25313","2010","25313",13147.63,10073,14733,13283.87,11489,14288,13436,12716.36,12041,13662
"G25314","2010","25314",15332.55,14390,16412,14541.21,13919,15301,14542,14603.33,14236,14790
"G25315","2010","25315",4049.06,3821,4533,3557.70,3469,3695,3255,2985.62,2876,3021
"G25320","2010","25320",5992.76,4157,8083,6126.15,4443,8233,6084,5858.39,5298,6775
"G25401","2010","25401",11967.75,11768,12538,13516.18,13324,13928,14622,15105.90,14975,15655
"G25403","2010","25403",4877.19,3741,5271,6808.67,5495,7257,12591,15226.49,13853,15668
"G25404","2010","25404",11993.43,11679,12052,15462.32,15276,15520,19551,23607.41,23416,23632
"G25405","2010","25405",6419.49,5069,7268,7303.48,5960,8140,12029,13683.18,12862,14572
"G25411","2010","25411",9145.13,9057,9203,10841.44,10825,10845,12633,12459.41,12382,12460
"G25413","2010","25413",4446.91,3944,5323,5697.33,5168,6447,7508,9341.00,8200,9988
"G25414","2010","25414",9697.58,8294,11006,11679.10,10606,12952,17024,19366.16,19009,20325
"G25419","2010","25419",4617.11,4167,5554,7252.31,6646,7940,9251,11319.17,11029,11979
"G25420","2010","25420",2468.70,2166,2871,3295.38,2941,3757,4024,4378.21,4040,4592
"G25422","2010","25422",1082.25,1023,1142,1381.75,1358,1405,1700,1667.14,1648,1709
"G25425","2010","25425",8569.28,8229,9135,11033.10,10684,11595,12835,13533.13,13256,13679
"G25427","2010","25427",7535.54,7225,8674,10708.23,10410,11628,14322,16782.51,16453,17633
"G25428","2010","25428",5010.65,3892,6176,6673.76,5603,8039,10776,12681.68,11430,14705
"G25430","2010","25430",6193.11,5170,7665,6664.57,5700,8004,8112,8602.69,7759,8935
"G25431","2010","25431",238.46,105,394,316.60,247,461,453,428.80,195,495
"G25432","2010","25432",201.33,16,211,129.82,10,136,121,100.00,100,100
"G25434","2010","25434",1847.87,1631,1946,2257.98,2054,2292,2521,2307.47,2261,2382
"G25437","2010","25437",146.53,54,371,179.51,109,338,212,238.52,147,395
"G25438","2010","25438",4717.63,3911,6050,4930.99,4097,5969,6266,7046.58,6471,7104
"G25442","2010","25442",1291.73,1124,1575,1725.15,1547,2012,1925,1961.06,1756,2069
"G25443","2010","25443",5193.38,5043,5435,5823.42,5669,6136,7445,7698.61,7663,8048
"G25444","2010","25444",351.33,318,463,485.72,468,603,605,606.46,507,665
"G25446","2010","25446",979.08,885,1057,1134.75,1052,1226,1463,1388.58,1335,1464
"G25501","2010","25501",1399.76,744,2217,1216.29,787,1692,1130,1086.75,919,1172
"G25502","2010","25502",934.99,864,1077,1000.33,937,1165,1034,978.95,976,1073
"G25503","2010","25503",586.63,561,746,668.91,653,872,729,743.50,701,830
"G25504","2010","25504",10885.41,10034,13395,11406.67,10669,12819,12661,12892.50,12267,13595
"G25505","2010","25505",390.32,126,968,433.01,153,1023,477,423.07,310,566
"G25506","2010","25506",5004.68,4471,5552,5429.48,5064,5959,5037,5070.53,4785,5207
"G25507","2010","25507",1267.54,1244,1335,1150.75,1135,1200,987,1043.00,1043,1043
"G25508","2010","25508",8533.43,5323,10619,8932.65,7470,10466,9837,8998.99,8713,9078
"G25510","2010","25510",4559.21,3022,5706,5219.90,4409,5925,5074,5377.92,5127,6287
"G25511","2010","25511",1213.08,668,2072,1210.21,809,1767,1092,971.27,831,1191
"G25512","2010","25512",1369.55,1237,1549,1278.37,1101,1461,1237,990.15,930,1110
"G25514","2010","25514",3562.28,3152,4491,4030.76,3472,4925,4024,3770.26,3518,4165
"G25515","2010","25515",2145.91,1938,2509,2326.63,2247,2405,2335,2089.49,1977,2149
"G25517","2010","25517",1706.91,1319,2179,2052.26,1634,2600,2071,1823.24,1504,2054
"G25520","2010","25520",1523.29,1044,1894,1548.26,1158,1903,1561,1350.54,946,2003
"G25521","2010","25521",962.54,521,1680,1118.34,729,1561,1101,977.64,603,1311
"G25523","2010","25523",2776.02,1831,3232,2748.48,2181,3059,2647,2708.55,2434,3017
"G25524","2010","25524",3726.98,3253,4766,3561.26,3242,3955,3486,3199.83,3069,3356
"G25526","2010","25526",14788.86,12886,16254,19832.32,18039,20870,21902,22724.77,21479,23352
"G25529","2010","25529",787.39,195,1316,909.75,246,1495,1013,739.04,341,993
"G25530","2010","25530",6504.64,6161,6782,6273.61,5846,6596,5877,5699.32,5627,5744
"G25534","2010","25534",338.39,233,720,335.00,222,718,282,185.00,175,186
"G25535","2010","25535",2397.61,1116,2771,2621.24,1222,2973,2783,2402.63,2036,2689
"G25537","2010","25537",1876.36,1729,2414,2175.04,2022,2486,1993,1830.76,1609,2332
"G25540","2010","25540",314.10,266,370,267.30,216,331,290,195.02,173,276
"G25541","2010","25541",8036.73,6998,9089,8684.61,7685,9574,9350,9338.14,8535,9865
"G25545","2010","25545",3684.71,2645,4299,4232.31,3279,4666,4512,4870.36,4370,5593
"G25547","2010","25547",1152.82,305,2976,1023.53,818,1808,969,807.51,756,929
"G25550","2010","25550",9033.11,9031,9055,9110.33,9105,9128,9077,8443.10,8440,8459
"G25555","2010","25555",1907.90,1349,2289,2084.03,1454,2474,2325,1976.07,1842,2055
"G25557","2010","25557",1752.29,1352,2009,1782.06,1421,2025,1754,1435.03,1403,1521
"G25559","2010","25559",1884.23,1649,2109,2094.11,1972,2172,2152,2135.64,2072,2193
"G25560","2010","25560",6249.58,5338,7424,7502.45,6879,8995,7997,8981.55,8067,9596
"G25564","2010","25564",1128.29,351,2169,1057.46,542,1757,1250,1220.88,718,1700
"G25565","2010","25565",695.12,549,1657,732.51,624,1451,651,626.52,466,1072
"G25567","2010","25567",898.21,316,1947,969.70,682,1647,924,913.34,428,1374
"G25570","2010","25570",5916.46,5364,6286,6534.61,5964,6995,6640,6119.15,5818,6362
"G25571","2010","25571",1895.38,1605,2813,2133.41,1921,2729,2206,1870.24,1686,1969
"G25573","2010","25573",946.06,384,1455,921.87,479,1251,970,866.15,526,1143
"G25601","2010","25601",6523.61,4751,9605,5144.95,4133,6741,5206,4530.49,4211,4608
"G25606","2010","25606",1082.05,107,2651,981.07,287,2166,964,901.00,785,901
"G25607","2010","25607",1368.66,247,1946,1212.27,886,1544,1140,1038.04,792,1084
"G25608","2010","25608",1296.55,0,1760,1126.79,141,1490,1004,1049.25,1015,1088
"G25611","2010","25611",848.73,86,1492,760.80,172,901,682,612.02,612,616
"G25617","2010","25617",1441.89,526,3148,1172.50,443,2024,999,1049.86,769,1197
"G25621","2010","25621",2908.98,1579,4579,2474.50,1622,3316,2155,2110.78,1802,2495
"G25624","2010","25624",590.37,222,970,486.97,155,800,480,396.00,369,396
"G25625","2010","25625",1273.27,876,2075,1421.04,1353,1838,1452,1589.85,1514,1595
"G25628","2010","25628",677.89,51,955,482.19,117,675,539,428.05,117,569
"G25630","2010","25630",866.90,634,1868,808.72,737,1302,683,509.96,464,610
"G25632","2010","25632",1171.25,485,3698,771.09,489,1615,834,769.30,665,784
"G25634","2010","25634",889.95,271,2896,835.15,288,1869,771,670.14,528,951
"G25635","2010","25635",1567.34,1031,3888,1364.70,1331,2002,1227,1201.95,1177,1516
"G25637","2010","25637",1378.26,669,2858,1077.06,769,1658,936,835.42,659,1024
"G25638","2010","25638",1508.43,678,3030,1289.35,925,2154,1148,967.15,863,984
"G25639","2010","25639",811.80,135,1586,716.92,115,1303,608,579.00,579,606
"G25644","2010","25644",646.98,260,1767,562.53,451,1093,536,350.87,336,439
"G25646","2010","25646",1414.15,627,2629,1106.49,670,1791,940,757.01,621,954
"G25647","2010","25647",1174.48,246,2279,960.17,363,1442,768,693.99,692,710
"G25649","2010","25649",1549.78,424,2058,1439.45,519,1501,1397,1059.93,1030,1207
"G25650","2010","25650",835.17,154,2964,671.67,387,1928,547,387.65,153,493
"G25651","2010","25651",998.44,539,2561,898.83,590,2079,737,749.81,550,958
"G25652","2010","25652",1809.95,633,3007,1646.11,945,2078,1608,1393.19,1388,1472
"G25653","2010","25653",603.76,257,1029,487.94,377,771,459,358.00,358,461
"G25654","2010","25654",391.93,42,1621,346.09,77,913,310,175.41,91,332
"G25661","2010","25661",8994.86,8094,10551,7021.69,6691,7981,6837,6004.27,5685,6551
"G25666","2010","25666",812.69,454,885,662.95,385,747,654,622.30,589,626
"G25669","2010","25669",1081.30,482,1471,1019.43,598,1419,887,854.62,776,960
"G25670","2010","25670",6818.59,4434,8708,6004.69,4406,7393,5829,5180.30,4040,5788
"G25671","2010","25671",1513.98,816,2313,1372.06,848,1977,1286,1047.64,982,1234
"G25672","2010","25672",590.41,192,1158,574.61,242,1049,408,297.30,157,628
"G25674","2010","25674",3555.51,3479,4166,2975.41,2926,3120,3202,2542.06,2486,2819
"G25676","2010","25676",1287.90,409,3029,1150.14,505,2178,1250,1107.24,494,1867
"G25678","2010","25678",2136.17,883,3104,1830.77,870,2496,1595,1290.03,713,1678
"G25688","2010","25688",582.90,480,2420,473.78,393,1207,448,391.52,317,763
"G25690","2010","25690",287.10,0,843,254.78,22,729,249,170.38,22,486
"G25692","2010","25692",1443.93,739,2711,1204.37,779,2222,1021,929.59,616,1312
"G25696","2010","25696",305.19,12,2299,271.60,15,1359,295,137.36,45,194
"G25699","2010","25699",167.53,91,842,197.60,132,525,200,116.00,88,116
"G25701","2010","25701",25361.63,24676,27495,24445.43,23631,26096,23284,21952.61,21707,22909
"G25702","2010","25702",9088.13,8666,9227,8110.66,7867,8272,7788,7330.02,7154,7598
"G25703","2010","25703",6890.69,6623,7972,6712.74,6516,7527,6751,6579.27,6477,7096
"G25704","2010","25704",17182.45,16237,18793,16927.75,15973,18764,16441,15372.93,15109,15617
"G25705","2010","25705",21334.52,18475,21778,21153.01,19234,21507,20711,20526.68,18957,20753
"G25801","2010","25801",34870.30,31860,38018,33605.69,30917,36191,33590,31987.57,29816,33358
"G25810","2010","25810",426.30,253,809,286.72,162,389,261,185.47,124,208
"G25811","2010","25811",237.40,177,338,239.04,219,295,154,131.95,126,132
"G25812","2010","25812",2178.66,2124,2700,2090.52,2062,2394,1902,1747.50,1725,1999
"G25813","2010","25813",4629.86,2969,5830,7692.17,6337,8493,8063,7368.34,6486,8040
"G25817","2010","25817",793.27,715,1023,800.20,710,955,784,760.00,760,760
"G25818","2010","25818",462.95,244,1383,478.10,477,479,472,477.43,471,486
"G25820","2010","25820",361.22,273,529,406.54,295,552,437,462.02,367,634
"G25823","2010","25823",2107.18,929,2456,2260.92,1204,2614,2176,1879.77,1675,2243
"G25825","2010","25825",2066.65,1633,2656,2247.94,1708,2809,2390,2276.35,1850,2636
"G25826","2010","25826",304.59,13,443,276.96,188,404,296,267.46,193,310
"G25827","2010","25827",2914.95,2014,4136,2693.74,2043,3862,2488,2371.08,1983,2948
"G25831","2010","25831",1335.02,1221,1739,1480.76,1463,1517,1421,1383.08,1020,1552
"G25832","2010","25832",2962.56,1673,4024,3335.64,2182,4244,3994,4256.00,3814,5111
"G25836","2010","25836",507.61,426,904,634.98,562,1043,488,445.80,370,776
"G25837","2010","25837",350.00,350,350,377.00,377,377,391,383.79,287,386
"G25839","2010","25839",537.41,264,1606,679.99,310,1406,691,716.00,489,1210
"G25840","2010","25840",7814.92,6762,9358,8125.98,7218,8877,8179,7441.03,6677,8068
"G25841","2010","25841",447.53,284,528,560.87,394,654,575,586.26,398,597
"G25843","2010","25843",730.88,523,886,953.72,758,1087,791,968.13,808,1000
"G25844","2010","25844",1448.01,553,3229,1531.01,708,3225,1417,1274.63,583,1785
"G25845","2010","25845",607.08,179,803,664.15,224,776,627,540.46,452,603
"G25846","2010","25846",432.43,198,764,393.20,256,500,363,188.41,123,212
"G25848","2010","25848",504.55,362,685,400.03,299,602,443,343.36,340,421
"G25849","2010","25849",374.79,93,487,296.41,69,393,266,245.00,245,245
"G25853","2010","25853",77.08,76,525,235.71,134,419,182,111.00,111,189
"G25854","2010","25854",1038.65,748,1557,1068.31,853,1267,1101,988.80,795,1073
"G25855","2010","25855",184.44,0,413,256.11,112,460,209,166.16,0,268
"G25857","2010","25857",423.76,37,940,405.96,160,596,308,222.03,103,289
"G25862","2010","25862",334.00,334,334,277.23,276,280,266,263.00,263,263
"G25864","2010","25864",360.47,281,951,391.19,321,854,309,279.95,244,447
"G25865","2010","25865",1452.30,771,1980,1289.45,823,1750,1475,1389.83,1203,1586
"G25868","2010","25868",529.02,227,863,414.90,291,629,432,395.18,219,611
"G25870","2010","25870",96.65,0,379,111.42,12,328,103,71.26,1,121
"G25871","2010","25871",782.13,438,1071,668.28,422,979,695,646.29,496,930
"G25873","2010","25873",645.83,191,647,735.82,180,758,607,584.18,521,597
"G25875","2010","25875",462.11,256,779,407.85,229,573,486,379.88,373,399
"G25876","2010","25876",118.13,117,191,121.00,121,121,128,108.95,108,251
"G25878","2010","25878",942.71,380,1244,1009.29,767,1122,930,907.65,839,1104
"G25879","2010","25879",484.04,158,1005,443.71,152,984,359,224.14,83,372
"G25880","2010","25880",6666.80,5292,7689,7004.16,6603,7552,6928,6003.62,5654,6377
"G25882","2010","25882",2609.66,2267,3380,2383.53,2061,3020,2033,1923.74,1851,2052
"G25901","2010","25901",11372.68,10201,13180,11526.80,10731,12938,11920,10817.34,10131,12045
"G25902","2010","25902",819.60,467,1089,608.94,525,839,420,425.43,375,532
"G25904","2010","25904",293.32,93,399,332.05,106,391,365,277.23,276,336
"G25906","2010","25906",354.95,76,615,308.95,73,498,287,291.90,81,556
"G25907","2010","25907",131.37,42,204,127.29,43,186,123,120.00,120,120
"G25908","2010","25908",347.01,0,1635,238.43,129,1360,172,128.42,100,201
"G25911","2010","25911",124.00,124,242,123.00,123,123,55,54.00,54,58
"G25913","2010","25913",406.26,224,981,401.70,213,758,397,327.52,192,376
"G25915","2010","25915",567.12,383,956,466.62,420,732,311,269.04,237,272
"G25916","2010","25916",313.76,36,882,248.41,156,704,202,175.79,152,226
"G25917","2010","25917",2315.20,1743,3172,2244.37,1941,2659,2139,1861.73,1512,1929
"G25918","2010","25918",3369.36,1798,4808,3734.62,2582,4937,4430,4392.28,3001,4692
"G25920","2010","25920",209.07,204,406,216.84,202,315,221,211.00,211,211
"G25921","2010","25921",2338.21,2172,3265,2154.15,2121,2262,2157,1811.94,1764,1890
"G25922","2010","25922",255.49,150,706,288.91,244,989,299,317.86,205,390
"G25928","2010","25928",651.21,546,1000,452.91,396,563,375,367.00,301,414
"G25932","2010","25932",401.41,220,804,316.98,209,635,339,317.68,182,621
"G25936","2010","25936",125.90,125,153,69.00,69,96,43,39.08,39,53
"G25938","2010","25938",1215.35,843,1408,1242.37,1046,1379,1287,1204.01,1173,1257
"G25942","2010","25942",245.54,52,313,195.92,70,260,162,126.70,71,311
"G25951","2010","25951",7325.21,6123,8100,6629.44,5566,7250,6208,5164.75,4738,5298
"G25958","2010","25958",1017.74,628,1336,913.47,607,1220,851,714.66,610,739
"G25962","2010","25962",4308.31,3836,4541,4119.83,3878,4267,3806,3345.33,3154,3630
"G25969","2010","25969",845.46,515,985,931.12,586,1092,973,891.05,638,931
"G25971","2010","25971",816.63,427,1285,1073.26,573,1535,1130,1100.67,999,1424
"G25972","2010","25972",349.44,254,539,293.80,241,411,299,246.53,212,290
"G25976","2010","25976",2591.59,2308,2779,2525.67,2453,2603,2663,2430.11,2335,2539
"G25977","2010","25977",196.73,90,200,283.79,275,287,155,107.98,72,166
"G25978","2010","25978",611.16,575,944,652.30,621,984,606,587.65,562,870
"G25979","2010","25979",739.21,557,1127,778.26,583,1149,893,778.00,733,914
"G25981","2010","25981",1367.33,990,1726,1062.38,847,1293,951,758.84,605,935
"G25984","2010","25984",2020.91,1935,2093,1940.09,1844,1997,1886,1650.00,1650,1650
"G25985","2010","25985",511.55,393,695,529.69,520,545,430,400.42,380,471
"G25989","2010","25989",184.29,0,949,233.91,55,966,280,304.97,205,1387
"G26003","2010","26003",50389.64,47740,52422,46335.69,45447,47479,43002,41067.58,40082,42619
"G26030","2010","26030",722.53,537,873,606.37,606,675,516,547.17,542,549
"G26031","2010","26031",2174.48,2155,2805,2157.47,2150,2375,1755,1563.00,1551,1563
"G26032","2010","26032",1340.00,1340,1340,1233.00,1233,1237,1243,958.19,950,959
"G26033","2010","26033",3521.01,3258,3937,3395.53,3165,3594,3044,2572.95,2523,2778
"G26034","2010","26034",5186.40,4954,5737,5171.71,4869,5869,4905,4470.98,4412,4901
"G26035","2010","26035",2828.38,2126,4678,2656.32,2463,3777,2491,2305.15,2203,2424
"G26036","2010","26036",455.76,415,568,464.05,464,558,425,433.00,433,453
"G26037","2010","26037",7537.53,5850,8018,7127.51,6010,7261,6642,6376.73,6354,6464
"G26038","2010","26038",3180.77,2237,4111,2994.43,2665,3307,2855,2861.90,2796,3265
"G26039","2010","26039",1138.05,362,1969,1189.77,637,1621,1061,891.61,773,1228
"G26040","2010","26040",2390.68,2126,2619,2130.82,1934,2294,2103,1936.44,1694,1960
